Date_Time,Open,High,Low,Close
2021-02-11 01:50:00,1.21154,1.21156,1.21148,1.21154
2021-02-11 01:55:00,1.21156,1.21178,1.21156,1.21172
2021-02-11 02:00:00,1.21173,1.21192,1.21169,1.2119
2021-02-11 02:05:00,1.21188,1.21188,1.21178,1.21178
2021-02-11 02:10:00,1.21179,1.21198,1.21179,1.21198
2021-02-11 02:15:00,1.21196,1.21198,1.21187,1.2119
2021-02-11 02:20:00,1.2119,1.21192,1.2118,1.21184
2021-02-11 02:25:00,1.21182,1.21193,1.21177,1.21177
2021-02-11 02:30:00,1.21178,1.21184,1.21172,1.2118
2021-02-11 02:35:00,1.21181,1.21191,1.2118,1.21184
2021-02-11 02:40:00,1.21182,1.21194,1.21181,1.21193
2021-02-11 02:45:00,1.21194,1.21207,1.21192,1.21202
2021-02-11 02:50:00,1.21204,1.21208,1.21202,1.21202
2021-02-11 02:55:00,1.21202,1.21204,1.21196,1.21203
2021-02-11 03:00:00,1.21204,1.21222,1.21202,1.21207
2021-02-11 03:05:00,1.21208,1.21208,1.21192,1.21196
2021-02-11 03:10:00,1.21197,1.21197,1.21192,1.21196
2021-02-11 03:15:00,1.21194,1.21199,1.21191,1.21196
2021-02-11 03:20:00,1.21197,1.21197,1.21182,1.21188
2021-02-11 03:25:00,1.21187,1.21198,1.21182,1.21196
2021-02-11 03:30:00,1.21197,1.21197,1.21182,1.21182
2021-02-11 03:35:00,1.21183,1.21196,1.21179,1.21192
2021-02-11 03:40:00,1.21191,1.21204,1.21186,1.21198
2021-02-11 03:45:00,1.212,1.21205,1.21188,1.21192
2021-02-11 03:50:00,1.21194,1.21213,1.21191,1.21213
2021-02-11 03:55:00,1.21212,1.2122,1.21208,1.21211
2021-02-11 04:00:00,1.21212,1.21237,1.21212,1.21233
2021-02-11 04:05:00,1.21234,1.21236,1.2122,1.21222
2021-02-11 04:10:00,1.21222,1.21253,1.21218,1.21247
2021-02-11 04:15:00,1.21248,1.21248,1.21232,1.21242
2021-02-11 04:20:00,1.21242,1.21246,1.21236,1.21241
2021-02-11 04:25:00,1.21242,1.21242,1.21232,1.21238
2021-02-11 04:30:00,1.21237,1.21241,1.21227,1.21227
2021-02-11 04:35:00,1.21228,1.21231,1.21224,1.21229
2021-02-11 04:40:00,1.2123,1.21232,1.21226,1.21227
2021-02-11 04:45:00,1.21228,1.21232,1.21221,1.21228
2021-02-11 04:50:00,1.21226,1.21228,1.21222,1.21222
2021-02-11 04:55:00,1.21222,1.21224,1.21216,1.21217
2021-02-11 05:00:00,1.21218,1.21224,1.21216,1.21222
2021-02-11 05:05:00,1.2122,1.21239,1.21219,1.21238
2021-02-11 05:10:00,1.21236,1.21238,1.21224,1.21228
2021-02-11 05:15:00,1.21228,1.21253,1.21227,1.21244
2021-02-11 05:20:00,1.21245,1.21256,1.21242,1.21254
2021-02-11 05:25:00,1.21252,1.21268,1.21247,1.2126
2021-02-11 05:30:00,1.21259,1.21268,1.21257,1.21264
2021-02-11 05:35:00,1.21264,1.21271,1.21264,1.21268
2021-02-11 05:40:00,1.21268,1.21272,1.21266,1.21268
2021-02-11 05:45:00,1.2127,1.21274,1.2126,1.21272
2021-02-11 05:50:00,1.21271,1.21279,1.21267,1.21274
2021-02-11 05:55:00,1.21272,1.21276,1.21257,1.21266
2021-02-11 06:00:00,1.21266,1.21292,1.21262,1.21288
2021-02-11 06:05:00,1.21286,1.21294,1.21281,1.21284
2021-02-11 06:10:00,1.21282,1.21288,1.21276,1.21276
2021-02-11 06:15:00,1.21276,1.21282,1.21274,1.21277
2021-02-11 06:20:00,1.21276,1.21282,1.21268,1.21282
2021-02-11 06:25:00,1.21282,1.21284,1.21262,1.21265
2021-02-11 06:30:00,1.21266,1.2128,1.21265,1.21272
2021-02-11 06:35:00,1.2127,1.21276,1.21267,1.21268
2021-02-11 06:40:00,1.21269,1.21287,1.21269,1.2128
2021-02-11 06:45:00,1.21282,1.213,1.2128,1.21296
2021-02-11 06:50:00,1.21296,1.213,1.21278,1.21299
2021-02-11 06:55:00,1.21298,1.213,1.2129,1.21296
2021-02-11 07:00:00,1.21298,1.21302,1.21276,1.2128
2021-02-11 07:05:00,1.21282,1.21326,1.21282,1.21287
2021-02-11 07:10:00,1.21286,1.21294,1.21266,1.21284
2021-02-11 07:15:00,1.21283,1.21292,1.21272,1.21287
2021-02-11 07:20:00,1.21288,1.21302,1.21282,1.21293
2021-02-11 07:25:00,1.21292,1.21314,1.21288,1.21306
2021-02-11 07:30:00,1.21305,1.21305,1.21261,1.21261
2021-02-11 07:35:00,1.21262,1.21284,1.2125,1.21281
2021-02-11 07:40:00,1.21282,1.21291,1.21265,1.21268
2021-02-11 07:45:00,1.2127,1.21294,1.21246,1.21247
2021-02-11 07:50:00,1.21248,1.21272,1.21246,1.21262
2021-02-11 07:55:00,1.21262,1.21262,1.21218,1.21235
2021-02-11 08:00:00,1.21234,1.21264,1.21207,1.2122
2021-02-11 08:05:00,1.21221,1.21255,1.21203,1.21254
2021-02-11 08:10:00,1.21254,1.2126,1.21198,1.21198
2021-02-11 08:15:00,1.212,1.2124,1.21198,1.21228
2021-02-11 08:20:00,1.2123,1.21237,1.2118,1.21219
2021-02-11 08:25:00,1.21218,1.21239,1.21208,1.2123
2021-02-11 08:30:00,1.21228,1.21258,1.21228,1.21246
2021-02-11 08:35:00,1.21245,1.2125,1.21212,1.21228
2021-02-11 08:40:00,1.2123,1.21246,1.21219,1.21242
2021-02-11 08:45:00,1.21244,1.21254,1.21228,1.21234
2021-02-11 08:50:00,1.21234,1.21245,1.2121,1.2121
2021-02-11 08:55:00,1.21211,1.21238,1.21199,1.21234
2021-02-11 09:00:00,1.21235,1.21257,1.2122,1.21253
2021-02-11 09:05:00,1.21254,1.21289,1.21252,1.21272
2021-02-11 09:10:00,1.2127,1.21318,1.21268,1.21307
2021-02-11 09:15:00,1.2131,1.21313,1.21294,1.21298
2021-02-11 09:20:00,1.21298,1.2136,1.21296,1.2135
2021-02-11 09:25:00,1.21352,1.2136,1.21336,1.21344
2021-02-11 09:30:00,1.21342,1.21344,1.21314,1.21323
2021-02-11 09:35:00,1.21322,1.2133,1.21276,1.21289
2021-02-11 09:40:00,1.21291,1.21291,1.21254,1.21275
2021-02-11 09:45:00,1.21276,1.21314,1.21273,1.2131
2021-02-11 09:50:00,1.2131,1.21318,1.21296,1.21305
2021-02-11 09:55:00,1.21306,1.21318,1.21296,1.21304
2021-02-11 10:00:00,1.21305,1.21306,1.21266,1.21274
2021-02-11 10:05:00,1.21273,1.21276,1.21238,1.21238
2021-02-11 10:10:00,1.21239,1.21248,1.21234,1.21248
2021-02-11 10:15:00,1.21246,1.21286,1.21239,1.21279
2021-02-11 10:20:00,1.21278,1.21291,1.21277,1.21281
2021-02-11 10:25:00,1.21283,1.21284,1.21261,1.21266
2021-02-11 10:30:00,1.21268,1.21286,1.21256,1.21274
2021-02-11 10:35:00,1.21274,1.21288,1.21265,1.21288
2021-02-11 10:40:00,1.21287,1.21294,1.21281,1.21286
2021-02-11 10:45:00,1.21287,1.2129,1.21271,1.21271
2021-02-11 10:50:00,1.21272,1.21274,1.21263,1.21264
2021-02-11 10:55:00,1.21263,1.21273,1.21237,1.21237
2021-02-11 11:00:00,1.21238,1.21242,1.21231,1.21234
2021-02-11 11:05:00,1.21232,1.21244,1.2122,1.2122
2021-02-11 11:10:00,1.21222,1.21224,1.21209,1.21218
2021-02-11 11:15:00,1.21217,1.21235,1.21213,1.21228
2021-02-11 11:20:00,1.2123,1.21248,1.2123,1.21232
2021-02-11 11:25:00,1.21233,1.21274,1.21231,1.21268
2021-02-11 11:30:00,1.21266,1.2128,1.21262,1.21265
2021-02-11 11:35:00,1.21266,1.2128,1.21264,1.21268
2021-02-11 11:40:00,1.2127,1.21299,1.2127,1.21296
2021-02-11 11:45:00,1.21296,1.21304,1.21288,1.21292
2021-02-11 11:50:00,1.21293,1.21314,1.21288,1.21294
2021-02-11 11:55:00,1.21294,1.21296,1.21268,1.21273
2021-02-11 12:00:00,1.21274,1.21308,1.21272,1.21306
2021-02-11 12:05:00,1.21307,1.2132,1.21297,1.21298
2021-02-11 12:10:00,1.21299,1.21303,1.21275,1.21293
2021-02-11 12:15:00,1.21294,1.21304,1.21279,1.213
2021-02-11 12:20:00,1.21301,1.2131,1.2129,1.21308
2021-02-11 12:25:00,1.21306,1.21308,1.21294,1.21305
2021-02-11 12:30:00,1.21306,1.2132,1.21297,1.21314
2021-02-11 12:35:00,1.21316,1.21329,1.21308,1.21309
2021-02-11 12:40:00,1.21311,1.21318,1.21298,1.21312
2021-02-11 12:45:00,1.2131,1.2132,1.21305,1.21318
2021-02-11 12:50:00,1.2132,1.21337,1.21298,1.2131
2021-02-11 12:55:00,1.21308,1.21352,1.21307,1.21352
2021-02-11 13:00:00,1.21354,1.21364,1.2134,1.21354
2021-02-11 13:05:00,1.21354,1.21439,1.21353,1.21438
2021-02-11 13:10:00,1.21438,1.21496,1.21433,1.21472
2021-02-11 13:15:00,1.2147,1.21472,1.21441,1.21466
2021-02-11 13:20:00,1.21465,1.21468,1.21446,1.21458
2021-02-11 13:25:00,1.21459,1.21467,1.21452,1.21461
2021-02-11 13:30:00,1.21462,1.21484,1.21458,1.21472
2021-02-11 13:35:00,1.2147,1.2147,1.21415,1.21426
2021-02-11 13:40:00,1.21424,1.21452,1.21414,1.21428
2021-02-11 13:45:00,1.21428,1.21449,1.21412,1.21438
2021-02-11 13:50:00,1.21438,1.21454,1.21433,1.21448
2021-02-11 13:55:00,1.2145,1.21474,1.21435,1.21438
2021-02-11 14:00:00,1.21437,1.21443,1.21346,1.21358
2021-02-11 14:05:00,1.21359,1.21386,1.21352,1.21358
2021-02-11 14:10:00,1.21359,1.21398,1.21353,1.21373
2021-02-11 14:15:00,1.21374,1.21386,1.2134,1.21363
2021-02-11 14:20:00,1.21364,1.21377,1.21316,1.21348
2021-02-11 14:25:00,1.21347,1.21382,1.21338,1.21358
2021-02-11 14:30:00,1.21356,1.21411,1.21352,1.21398
2021-02-11 14:35:00,1.21398,1.21446,1.21368,1.21444
2021-02-11 14:40:00,1.21445,1.2145,1.21414,1.21432
2021-02-11 14:45:00,1.21434,1.2145,1.21408,1.21418
2021-02-11 14:50:00,1.21418,1.2142,1.21322,1.21335
2021-02-11 14:55:00,1.21336,1.21379,1.21334,1.2135
2021-02-11 15:00:00,1.21352,1.21392,1.21344,1.21381
2021-02-11 15:05:00,1.21382,1.21395,1.21362,1.21384
2021-02-11 15:10:00,1.21386,1.2141,1.21362,1.21398
2021-02-11 15:15:00,1.21396,1.21403,1.21366,1.21398
2021-02-11 15:20:00,1.214,1.21418,1.21397,1.21417
2021-02-11 15:25:00,1.21418,1.2143,1.2139,1.2139
2021-02-11 15:30:00,1.21391,1.21402,1.2136,1.21393
2021-02-11 15:35:00,1.21392,1.21434,1.2139,1.21407
2021-02-11 15:40:00,1.21406,1.21423,1.21378,1.21384
2021-02-11 15:45:00,1.21383,1.21402,1.21336,1.21338
2021-02-11 15:50:00,1.21339,1.21393,1.21313,1.21324
2021-02-11 15:55:00,1.21322,1.21348,1.2128,1.21294
2021-02-11 16:00:00,1.21296,1.21328,1.21283,1.21283
2021-02-11 16:05:00,1.21282,1.21299,1.21276,1.21298
2021-02-11 16:10:00,1.21297,1.21308,1.21282,1.213
2021-02-11 16:15:00,1.21302,1.21302,1.2129,1.21294
2021-02-11 16:20:00,1.21293,1.21294,1.21276,1.21288
2021-02-11 16:25:00,1.21286,1.21294,1.21278,1.21289
2021-02-11 16:30:00,1.21291,1.21294,1.21256,1.21256
2021-02-11 16:35:00,1.21257,1.21274,1.2123,1.21232
2021-02-11 16:40:00,1.2123,1.21278,1.21216,1.21274
2021-02-11 16:45:00,1.21276,1.21276,1.21251,1.21276
2021-02-11 16:50:00,1.21274,1.21276,1.21252,1.21256
2021-02-11 16:55:00,1.21257,1.2127,1.21245,1.21264
2021-02-11 17:00:00,1.21265,1.21282,1.21254,1.21281
2021-02-11 17:05:00,1.21279,1.21279,1.2125,1.2125
2021-02-11 17:10:00,1.21248,1.21269,1.21248,1.21269
2021-02-11 17:15:00,1.21268,1.21274,1.21231,1.21233
2021-02-11 17:20:00,1.21232,1.21253,1.21228,1.21244
2021-02-11 17:25:00,1.21243,1.21249,1.21218,1.21224
2021-02-11 17:30:00,1.21222,1.21267,1.2122,1.21263
2021-02-11 17:35:00,1.21264,1.21287,1.21258,1.21276
2021-02-11 17:40:00,1.21274,1.21284,1.21263,1.21278
2021-02-11 17:45:00,1.2128,1.21293,1.2125,1.21293
2021-02-11 17:50:00,1.21292,1.21293,1.21253,1.21269
2021-02-11 17:55:00,1.21268,1.21289,1.21259,1.21272
2021-02-11 18:00:00,1.21274,1.2128,1.21261,1.21266
2021-02-11 18:05:00,1.21264,1.21265,1.21234,1.21251
2021-02-11 18:10:00,1.21249,1.21296,1.21243,1.21294
2021-02-11 18:15:00,1.21293,1.21295,1.21274,1.2128
2021-02-11 18:20:00,1.21282,1.21326,1.21282,1.21324
2021-02-11 18:25:00,1.21322,1.21334,1.21312,1.21314
2021-02-11 18:30:00,1.21313,1.21326,1.21298,1.21304
2021-02-11 18:35:00,1.21308,1.2131,1.21298,1.21299
2021-02-11 18:40:00,1.213,1.21304,1.2126,1.2127
2021-02-11 18:45:00,1.21268,1.21283,1.21268,1.21274
2021-02-11 18:50:00,1.21272,1.21299,1.21268,1.21299
2021-02-11 18:55:00,1.213,1.21312,1.21296,1.2131
2021-02-11 19:00:00,1.21311,1.21318,1.21278,1.2128
2021-02-11 19:05:00,1.21279,1.21305,1.21276,1.213
2021-02-11 19:10:00,1.21298,1.21298,1.21268,1.21273
2021-02-11 19:15:00,1.21274,1.21297,1.21266,1.21297
2021-02-11 19:20:00,1.21298,1.21301,1.21288,1.21296
2021-02-11 19:25:00,1.21295,1.21316,1.21295,1.21312
2021-02-11 19:30:00,1.2131,1.21312,1.21295,1.21304
2021-02-11 19:35:00,1.21303,1.21305,1.21274,1.21274
2021-02-11 19:40:00,1.21276,1.21305,1.2127,1.21305
2021-02-11 19:45:00,1.21304,1.21316,1.213,1.21314
2021-02-11 19:50:00,1.21312,1.21312,1.21298,1.21298
2021-02-11 19:55:00,1.213,1.21318,1.21297,1.21309
2021-02-11 20:00:00,1.21307,1.2132,1.21297,1.21313
2021-02-11 20:05:00,1.21314,1.21314,1.21305,1.2131
2021-02-11 20:10:00,1.2131,1.21341,1.21304,1.21336
2021-02-11 20:15:00,1.21335,1.21341,1.21326,1.2133
2021-02-11 20:20:00,1.21332,1.21347,1.21331,1.21346
2021-02-11 20:25:00,1.21347,1.2135,1.21338,1.21349
2021-02-11 20:30:00,1.21347,1.21347,1.21333,1.2134
2021-02-11 20:35:00,1.21341,1.21364,1.21341,1.21362
2021-02-11 20:40:00,1.21361,1.21368,1.21354,1.21359
2021-02-11 20:45:00,1.2136,1.21375,1.2136,1.21369
2021-02-11 20:50:00,1.21371,1.21371,1.21342,1.21345
2021-02-11 20:55:00,1.21346,1.21347,1.21324,1.21328
2021-02-11 21:00:00,1.21327,1.21328,1.21304,1.21306
2021-02-11 21:05:00,1.21305,1.21318,1.21305,1.21314
2021-02-11 21:10:00,1.21312,1.21322,1.21311,1.21322
2021-02-11 21:15:00,1.21323,1.21327,1.21313,1.21318
2021-02-11 21:20:00,1.21316,1.21318,1.21308,1.21314
2021-02-11 21:25:00,1.21316,1.21326,1.21312,1.21325
2021-02-11 21:30:00,1.21325,1.21326,1.21322,1.21324
2021-02-11 21:35:00,1.21326,1.2133,1.21322,1.21323
2021-02-11 21:40:00,1.21322,1.21324,1.21316,1.21322
2021-02-11 21:45:00,1.21323,1.21332,1.2132,1.21331
2021-02-11 21:50:00,1.21332,1.21333,1.2131,1.21322
2021-02-11 21:55:00,1.21324,1.21326,1.21296,1.21298
2021-02-11 22:00:00,1.21287,1.21318,1.21287,1.21318
2021-02-11 22:05:00,1.21306,1.21335,1.21306,1.21335
2021-02-11 22:10:00,1.21328,1.21334,1.21313,1.21332
2021-02-11 22:15:00,1.21337,1.21346,1.21316,1.21316
2021-02-11 22:30:00,1.21318,1.21324,1.21316,1.21324
2021-02-11 22:35:00,1.21326,1.2133,1.21324,1.21325
2021-02-11 22:40:00,1.21327,1.21337,1.21314,1.21325
2021-02-11 22:45:00,1.21323,1.21329,1.21323,1.21324
2021-02-11 22:50:00,1.21325,1.21348,1.21323,1.21329
2021-02-11 22:55:00,1.21325,1.2133,1.2131,1.21326
2021-02-11 23:00:00,1.21324,1.21328,1.21312,1.21312
2021-02-11 23:05:00,1.21314,1.21314,1.21301,1.21302
2021-02-11 23:10:00,1.21303,1.21307,1.21298,1.21304
2021-02-11 23:15:00,1.21305,1.21314,1.21298,1.21302
2021-02-11 23:20:00,1.21303,1.21307,1.2128,1.21288
2021-02-11 23:25:00,1.21286,1.21292,1.21277,1.21286
2021-02-11 23:30:00,1.21287,1.2129,1.21277,1.21284
2021-02-11 23:35:00,1.21282,1.21292,1.21282,1.21288
2021-02-11 23:40:00,1.21287,1.213,1.21287,1.21297
2021-02-11 23:45:00,1.21298,1.21307,1.21298,1.21302
2021-02-11 23:50:00,1.21304,1.21308,1.21302,1.21307
2021-02-11 23:55:00,1.21306,1.21314,1.21302,1.21306
2021-02-12 00:00:00,1.21308,1.21318,1.21296,1.21307
2021-02-12 00:05:00,1.21308,1.2132,1.21299,1.21319
2021-02-12 00:10:00,1.21318,1.21332,1.21314,1.21325
2021-02-12 00:15:00,1.21324,1.21331,1.21318,1.2132
2021-02-12 00:20:00,1.21319,1.2133,1.21318,1.21326
