,Date,Time,Open,High,Low,Close,ST_ALMA
348,04/18/2012,16:02:13.240,2706,2706.25,2703.75,2703.75,2707.63
349,04/18/2012,16:02:51.000,2703.5,2704.5,2701.25,2701.25,2705.13
350,04/18/2012,16:03:49.100,2701,2702.5,2698.75,2698.75,2702.6
351,04/18/2012,16:05:12.000,2698.5,2700.25,2696.25,2696.25,2700.23
352,04/18/2012,16:08:18.910,2696,2714.25,2694.5,2714.25,2700.94
353,04/19/2012,03:10:44.000,2714.5,2716.75,2709.5,2716.75,2705.65
354,04/19/2012,04:40:15.140,2717,2719.25,2711.75,2711.75,2711.35
355,04/19/2012,04:49:48.100,2711.5,2719,2695,2716.5,2713.27
356,04/19/2012,09:43:22.380,2717,2719.25,2715,2719.25,2714.35
357,04/19/2012,09:47:28.000,2719.5,2721.75,2719.25,2721.75,2716.23
358,04/19/2012,09:48:37.120,2722,2723.25,2704.25,2704.25,2717.21
359,04/19/2012,10:04:44.850,2704,2721.75,2703.75,2721.75,2715.6
360,04/19/2012,10:32:20.100,2722,2724.25,2721,2724.25,2716.38
361,04/19/2012,10:33:04.590,2724.5,2726.75,2724.5,2726.75,2720.44
362,04/19/2012,10:33:14.230,2727,2729.25,2725.5,2729.25,2725.42
363,04/19/2012,10:35:28.182,2729.5,2731.75,2728,2731.75,2727.88
364,04/19/2012,10:37:04.190,2732,2734.25,2730.25,2734.25,2730.23
365,04/19/2012,10:41:37.120,2734.5,2735,2716.75,2716.75,2729.56
366,04/19/2012,11:30:39.300,2716.5,2718,2714.25,2714.25,2724.73
367,04/19/2012,11:32:15.280,2714,2714.5,2711.75,2711.75,2718.17
368,04/19/2012,11:33:45.590,2711.5,2721,2709.25,2709.25,2713.83
369,04/19/2012,12:03:11.900,2709,2710,2706.75,2706.75,2711.29
370,04/19/2012,12:05:06.400,2706.5,2706.75,2704.25,2704.25,2708.77
371,04/19/2012,12:07:04.000,2704,2707.75,2701.75,2701.75,2705.79
372,04/19/2012,12:27:47.600,2701.5,2702.5,2699.25,2699.25,2703.29
373,04/19/2012,12:30:08.210,2699,2705.25,2696.75,2696.75,2701.29
374,04/19/2012,13:00:06.240,2696.5,2702.25,2694.25,2694.25,2698.96
375,04/19/2012,13:20:53.850,2694,2694.5,2691.75,2691.75,2696.42
376,04/19/2012,13:22:32.900,2691.5,2702.75,2686.75,2686.75,2693.92
377,04/19/2012,14:12:11.650,2686.5,2688.75,2684.25,2684.25,2690.29
378,04/19/2012,14:18:19.000,2684,2687.25,2681.75,2681.75,2687.19
379,04/19/2012,14:26:51.500,2681.5,2682.75,2679.25,2679.75,2683.48
380,04/19/2012,14:30:00.000,2679.75,2680.75,2672.25,2672.25,2680.25
381,04/19/2012,14:35:39.150,2672,2689.75,2671.5,2685.25,2678.9
382,04/19/2012,21:15:00.000,2686,2693.5,2682.5,2693.5,2681.58
383,04/20/2012,06:04:32.430,2693.75,2696,2693,2696,2687.73
384,04/20/2012,06:07:53.000,2696.25,2698.5,2691.25,2698.5,2693.23
385,04/20/2012,08:04:48.210,2698.75,2701,2686.25,2701,2695.85
386,04/20/2012,09:53:29.199,2701.25,2703.5,2695.25,2703.5,2697.92
387,04/20/2012,09:59:52.600,2703.75,2706,2697,2706,2700.27
388,04/20/2012,10:15:11.800,2706.25,2708,2688.5,2688.5,2700.63
389,04/20/2012,13:28:59.300,2688.25,2689.75,2686,2686,2696.17
390,04/20/2012,13:53:26.120,2685.75,2686,2683.5,2683.5,2690
391,04/20/2012,13:53:55.182,2683.25,2686,2681,2681,2685
392,04/20/2012,14:09:39.520,2680.75,2687.25,2676.5,2676.5,2682.58
393,04/20/2012,14:58:22.000,2676.25,2680,2674,2674,2679.71
394,04/20/2012,15:10:36.300,2673.75,2679.5,2671.5,2671.5,2676.79
395,04/20/2012,15:45:44.300,2671.25,2676,2669.75,2674,2674.29
396,04/22/2012,12:24:56.000,2674,2675,2666.5,2670.5,2672.77
397,04/22/2012,21:15:01.000,2670.5,2672,2663,2663,2670.46
398,04/23/2012,03:01:55.500,2662.75,2663.25,2660.5,2660.5,2666.79
399,04/23/2012,03:05:19.500,2660.25,2661.75,2658,2658,2662.79
400,04/23/2012,03:15:21.220,2657.75,2662.25,2655.5,2655.5,2659.67
401,04/23/2012,04:00:57.000,2655.25,2656,2653,2653.25,2657.21
402,04/23/2012,04:02:32.000,2652.75,2657,2650.5,2650.5,2654.94
403,04/23/2012,05:22:53.600,2650.25,2653.5,2648,2648,2652.33
404,04/23/2012,07:04:47.100,2647.75,2655,2645.5,2645.5,2650.35
405,04/23/2012,09:30:40.470,2645.25,2645.5,2643,2643,2647.52
406,04/23/2012,09:31:06.400,2642.75,2647,2640.5,2640.5,2645.1
407,04/23/2012,09:33:40.370,2640.25,2653,2638,2638,2643.06
408,04/23/2012,09:56:22.500,2637.75,2643,2635.5,2635.5,2640.98
409,04/23/2012,10:05:11.420,2635.25,2636.75,2633,2633,2638.25
410,04/23/2012,10:06:54.320,2632.75,2643,2628,2628,2635.13
411,04/23/2012,10:42:00.160,2627.75,2631.5,2625.5,2625.5,2631.67
412,04/23/2012,10:46:27.140,2625.25,2643,2625,2643,2631.52
413,04/23/2012,12:09:23.200,2643.25,2645.5,2640.75,2645.5,2635.13
414,04/23/2012,12:27:04.110,2645.75,2648,2644.75,2648,2641.48
415,04/23/2012,12:36:04.700,2648.25,2650.5,2638,2650.5,2645.73
416,04/23/2012,14:20:39.750,2650.75,2652.75,2648,2649.75,2647.92
417,04/23/2012,14:30:02.000,2649.75,2657,2644,2654.75,2649.5
418,04/23/2012,21:15:00.000,2654.75,2662.25,2651.5,2662.25,2653.13
419,04/24/2012,04:23:27.500,2662.5,2664.75,2659.25,2664.75,2657.29
420,04/24/2012,05:20:05.400,2665,2666,2647.25,2647.25,2658.96
421,04/24/2012,08:41:54.600,2647,2648.75,2644.75,2644.75,2655.17
422,04/24/2012,08:54:44.130,2644.5,2645.75,2642.25,2642.25,2648.79
423,04/24/2012,09:00:27.220,2642,2650,2639.75,2639.75,2644.29
424,04/24/2012,09:41:19.300,2639.5,2655.5,2638.25,2639.75,2643.27
425,04/24/2012,11:09:11.000,2639.5,2650,2637.25,2637.25,2642.38
426,04/24/2012,12:23:02.320,2637,2640.5,2634.75,2634.75,2640.33
427,04/24/2012,12:39:24.200,2634.5,2636.25,2632.25,2632.25,2637.19
428,04/24/2012,12:42:14.100,2632,2634.75,2629.75,2629.75,2634.04
429,04/24/2012,13:41:11.000,2629.5,2632,2627.25,2627.25,2631.46
430,04/24/2012,13:55:15.220,2627,2628.5,2624.75,2627,2629.13
431,04/24/2012,14:30:00.000,2627,2637,2626.5,2637,2629.23
432,04/24/2012,15:35:40.000,2637.25,2639.5,2631,2639.5,2631.83
433,04/24/2012,16:01:02.171,2639.75,2642,2629,2642,2635.63
434,04/24/2012,16:30:00.150,2642.5,2644.5,2636,2644.5,2638.96
435,04/24/2012,16:30:04.350,2645,2647,2640,2647,2641.6
436,04/24/2012,16:30:07.700,2647.25,2649.5,2646,2649.5,2644.9
437,04/24/2012,16:30:08.180,2649.75,2652,2645,2652,2647.5
438,04/24/2012,16:30:20.220,2652.25,2653,2637,2637,2647.52
439,04/24/2012,16:30:29.230,2636.75,2636.75,2634.5,2634.5,2643.38
440,04/24/2012,16:30:29.260,2633.5,2652,2632.5,2651.75,2640.96
441,04/24/2012,16:30:56.200,2652.25,2654.5,2652,2654.5,2643.79
442,04/24/2012,16:30:57.260,2654.75,2657,2650.25,2657,2650.17
443,04/24/2012,16:33:43.100,2657.25,2659.5,2656,2659.5,2655.38
444,04/24/2012,16:35:22.140,2659.75,2662,2659.25,2662,2657.85
445,04/24/2012,16:35:44.900,2662.25,2664.5,2661.75,2664.5,2660.69
446,04/24/2012,16:36:20.200,2664.75,2667,2663.75,2667,2663.21
447,04/24/2012,16:37:17.800,2667.25,2669.5,2662.75,2669.5,2665.38
448,04/24/2012,16:45:05.100,2669.75,2672,2668.25,2672,2667.79
449,04/24/2012,16:48:37.700,2672.25,2674.5,2670.25,2674.5,2670.21
450,04/24/2012,16:52:45.300,2674.75,2677.75,2665.25,2677.75,2672.42
451,04/25/2012,04:05:23.000,2678,2680.25,2677.5,2680.25,2675.25
452,04/25/2012,04:09:26.250,2680.5,2682.75,2679.75,2682.5,2678.08
453,04/25/2012,04:24:54.000,2683,2685.25,2679,2685.25,2681.17
454,04/25/2012,07:08:04.000,2685.5,2687.75,2683.5,2687.75,2683.54
455,04/25/2012,08:15:47.000,2688,2690.25,2681.5,2690.25,2685.58
456,04/25/2012,09:30:00.860,2690.5,2692.75,2686,2692.75,2688.04
457,04/25/2012,09:32:16.300,2693,2695.25,2687.5,2695.25,2690.25
458,04/25/2012,09:44:23.500,2695.5,2697.75,2695.25,2697.75,2693.27
459,04/25/2012,09:45:04.350,2698,2700.25,2698,2700.25,2696.15
460,04/25/2012,09:46:29.200,2700.5,2702.75,2698,2702.75,2698.9
461,04/25/2012,09:50:25.109,2703,2705.25,2702.75,2705.25,2701.4
462,04/25/2012,09:51:11.240,2705.5,2712.5,2691.25,2712.5,2703.5
463,04/26/2012,03:30:10.000,2712.75,2713.75,2695,2702.5,2705.17
464,04/26/2012,09:26:47.100,2702.75,2710,2702,2710,2705.88
465,04/26/2012,09:38:59.260,2710.25,2712.5,2710,2712.5,2707.83
466,04/26/2012,09:40:09.202,2712.75,2717.5,2701,2717.5,2709.9
467,04/26/2012,13:58:07.180,2717.75,2720,2717.5,2720,2714.1
468,04/26/2012,13:59:16.200,2720.25,2722.5,2718,2722.5,2717.27
469,04/26/2012,14:24:31.000,2722.75,2723.5,2721.25,2722.5,2720.71
470,04/26/2012,14:30:00.000,2722.75,2729.75,2712,2712,2720.81
471,04/27/2012,03:01:47.800,2711.75,2711.75,2709.5,2709.5,2717.42
472,04/27/2012,03:01:58.100,2709.25,2727,2708.75,2727,2715.92
473,04/27/2012,07:00:20.000,2727.25,2729.5,2724.5,2729.5,2718.77
474,04/27/2012,07:55:23.130,2729.75,2732,2728.5,2732,2725.42
475,04/27/2012,08:13:15.330,2732.25,2737,2718.25,2737,2729.79
476,04/27/2012,11:35:04.240,2737.25,2739.5,2733.25,2739.5,2733.02
477,04/27/2012,13:05:26.000,2739.75,2742,2737.75,2742,2736.29
478,04/27/2012,13:34:23.240,2742.25,2744.5,2742.25,2744.5,2740.38
479,04/27/2012,13:37:32.790,2744.75,2746,2731.75,2738,2741.29
480,04/29/2012,00:11:58.000,2738,2744.25,2732.25,2732.25,2740.06
481,04/30/2012,07:23:47.000,2732,2733.25,2729.75,2729.75,2736
482,04/30/2012,07:51:53.320,2729.5,2730.75,2727.25,2727.25,2732.19
483,04/30/2012,07:58:29.200,2727,2734.25,2722.25,2722.25,2728.77
484,04/30/2012,09:56:19.460,2722,2723.25,2719.75,2719.75,2725.44
485,04/30/2012,09:59:32.300,2719.5,2726.75,2715.5,2718.25,2722.54
486,04/30/2012,21:15:16.000,2718.25,2724.75,2710.75,2710.75,2719.1
487,05/01/2012,09:31:58.640,2710.5,2728.25,2710.5,2728.25,2718.5
488,05/01/2012,09:42:03.100,2728.5,2730.75,2717.25,2730.75,2720.77
489,05/01/2012,10:02:52.200,2731,2733.25,2729.75,2733.25,2726
490,05/01/2012,10:05:19.250,2733.5,2735.75,2733.25,2735.75,2731.06
491,05/01/2012,10:06:43.800,2736,2738.25,2733.5,2738.25,2734.29
492,05/01/2012,10:14:40.690,2738.5,2740.75,2736.5,2740.75,2736.73
493,05/01/2012,10:19:43.126,2741,2743.25,2739.75,2743.25,2739.15
494,05/01/2012,10:22:06.400,2743.5,2745.75,2743.25,2745.75,2741.83
495,05/01/2012,10:23:05.520,2746,2748.25,2743,2748.25,2744.25
496,05/01/2012,11:48:14.580,2748.5,2750.75,2748.25,2750.75,2746.83
497,05/01/2012,11:48:54.112,2751,2753,2733.25,2733.25,2746.19
498,05/01/2012,14:25:34.000,2733,2737,2731.25,2736.75,2742.23
499,05/01/2012,14:30:00.000,2736.75,2740.5,2729.25,2729.25,2737.02
