"Date","Price","Open","High","Low","Change %"
"Sep 25, 2020","1.0955","1.0926","1.0968","1.0906","0.33%"
"Sep 24, 2020","1.0919","1.0912","1.0976","1.0891","0.10%"
"Sep 23, 2020","1.0908","1.0875","1.0946","1.0846","0.33%"
"Sep 22, 2020","1.0872","1.0888","1.0939","1.0844","-0.11%"
"Sep 21, 2020","1.0884","1.0907","1.0934","1.0871","-0.21%"
"Sep 18, 2020","1.0907","1.0949","1.0973","1.0895","-0.36%"
"Sep 17, 2020","1.0946","1.0974","1.1011","1.0904","-0.23%"
"Sep 16, 2020","1.0971","1.0880","1.0998","1.0859","0.87%"
"Sep 15, 2020","1.0876","1.0824","1.0891","1.0798","0.51%"
"Sep 14, 2020","1.0821","1.0805","1.0870","1.0790","0.21%"
"Sep 11, 2020","1.0798","1.0833","1.0860","1.0761","-0.33%"
"Sep 10, 2020","1.0834","1.1016","1.1021","1.0785","-1.63%"
"Sep 09, 2020","1.1013","1.1023","1.1036","1.0951","-0.06%"
"Sep 08, 2020","1.1020","1.1143","1.1157","1.1021","-1.08%"
"Sep 07, 2020","1.1140","1.1217","1.1227","1.1117","-0.69%"
"Sep 04, 2020","1.1217","1.1208","1.1237","1.1168","0.11%"
"Sep 03, 2020","1.1205","1.1264","1.1281","1.1191","-0.47%"
"Sep 02, 2020","1.1258","1.1235","1.1271","1.1221","0.25%"
"Sep 01, 2020","1.1230","1.1198","1.1255","1.1176","0.27%"
"Aug 31, 2020","1.1200","1.1221","1.1221","1.1150","-0.10%"
"Aug 28, 2020","1.1211","1.1166","1.1227","1.1140","0.42%"
"Aug 27, 2020","1.1164","1.1165","1.1202","1.1152","0.01%"
"Aug 26, 2020","1.1163","1.1113","1.1178","1.1105","0.48%"
"Aug 25, 2020","1.1110","1.1085","1.1133","1.1063","0.26%"
"Aug 24, 2020","1.1081","1.1097","1.1111","1.1056","-0.10%"
"Aug 21, 2020","1.1092","1.1142","1.1183","1.1090","-0.40%"
"Aug 20, 2020","1.1137","1.1065","1.1150","1.1026","0.67%"
"Aug 19, 2020","1.1063","1.1094","1.1108","1.1054","-0.28%"
"Aug 18, 2020","1.1094","1.1035","1.1102","1.1026","0.52%"
"Aug 17, 2020","1.1037","1.1053","1.1075","1.1022","-0.09%"
"Aug 14, 2020","1.1047","1.1057","1.1111","1.1045","-0.07%"
"Aug 13, 2020","1.1055","1.1061","1.1076","1.1044","-0.02%"
"Aug 12, 2020","1.1057","1.1119","1.1127","1.1042","-0.50%"
"Aug 11, 2020","1.1113","1.1136","1.1151","1.1098","-0.18%"
"Aug 10, 2020","1.1133","1.1063","1.1141","1.1061","0.57%"
"Aug 07, 2020","1.1070","1.1075","1.1093","1.1055","0.02%"
